Wavelength,7-AAD EM,7-AAD AB,Alexa Fluor 488 EM,Alexa Fluor 488 EX,Alexa Fluor 594 EM,Alexa Fluor 594 EX,Alexa Fluor 647 EM,Alexa Fluor 647 EX,Alexa Fluor 700 EM,Alexa Fluor 700 EX,Annexin-V-FLUOS EM,Annexin-V-FLUOS EX,APC (allophycocyanin) EM,APC (allophycocyanin) AB,APC/Cy7 EM,APC/Cy7 EX,APC/Fire-750 EM,APC/Fire-750 EX,ATTO 488 EM,ATTO 488 AB,BD Horizon BUV395 EM,BD Horizon BUV395 EX,BD Horizon BUV496 EM,BD Horizon BUV496 EX,BD Horizon BUV563 EM,BD Horizon BUV563 EX,BD Horizon BUV661 EM,BD Horizon BUV661 EX,BD Horizon BUV737 EM,BD Horizon BUV737 EX,BD Horizon BUV805 EM,BD Horizon BUV805 EX,Brilliant Violet 421 EM,Brilliant Violet 421 EX,Brilliant Violet 480 EM,Brilliant Violet 480 AB,Brilliant Violet 510 EM,Brilliant Violet 510 EX,Brilliant Violet 570 EM,Brilliant Violet 570 EX,Brilliant Violet 605 EM,Brilliant Violet 605 EX,Brilliant Violet 650 EM,Brilliant Violet 650 EX,Brilliant Violet 711 EM,Brilliant Violet 711 EX,Brilliant Violet 785 EM,Brilliant Violet 785 EX,Brilliant Violet 786 EM,Brilliant Violet 786 EX,Cy-Chrome EM,Cy-Chrome EX,Cy3 EM,Cy3 EX,Cy5.5 EM,Cy5.5 AB,DAPI EM,DAPI EX,DyLight 488 EM,DyLight 488 EX,DyLight 649 EM,DyLight 649 EX,eFluor 450 EM,eFluor 450 EX,eFluor 506 EM,eFluor 506 EX,eFluor 660 EM,eFluor 660 EX,Fluorescein (FITC) EM,Fluorescein (FITC) EX,mNeonGreen EM,mNeonGreen EX,Pacific Blue EM,Pacific Blue EX,"PE (R-PE, R-phycoerythrin) EM","PE (R-PE, R-phycoerythrin) EX",PE-Cy5 EM,PE-Cy5 EX,PE-Cy7 EM,PE-Cy7 AB,PE/Dazzle 594 EM,PE/Dazzle 594 EX,PE-eFluor 610 EM,PE-eFluor 610 EX,PE-Texas Red EM,PE-Texas Red EX,PerCP EM,PerCP AB,PerCP-Cy5.5 EM,PerCP-Cy5.5 AB,PerCP-eFluor 710 EM,PerCP-eFluor 710 EX,pHrodo Green EM,pHrodo Green AB,pHrodo Red EM,pHrodo Red EX,Super Bright 645 EM,Super Bright 645 EX,Zombie Aqua EM,Zombie Aqua EX,Zombie UV EM,Zombie UV EX,APC-Vio 770 EM,APC-Vio 770 EX,PE-Fire 640 EM,PE-Fire 640 EX,PE-Fire 700 EM,PE-Fire 700 EX,PE-Fire 810 EM,PE-Fire 810 EX,PE-Vio 615 EM,PE-Vio 615 EX,PerCP-Vio 700 EM,PerCP-Vio 700 EX,SNIR685 EM,SNIR685 EX,Spark YG 570 EM,Spark YG 570 EX,BUV615 EM,BUV615 EX,eVolve 655 EM,eVolve 655 EX
398,,0.0777,,0.0267,,0.0981,,,,,,0.0525,,,,,,,,0.014190476,0.952,0.01,0.07,0.04,0.14,0.01,0.3,0.02,0.074,0.048,0.5,0.01,0.01,0.9,0,0.514999986,,0.98,0,0.9,,0.9,,0.89,,0.9,,0.91,,0.91,,0.0737,,,,,0.0933,0.1926,,0.0163,,,,0.9472,,0.7872,,0.0117,,0.0525,,0.0119,,0.9735,,0.0684,,0.0737,,,,,0,0.0718,,0.0872,,0.3361,,0.4568,,0.321,,,,,,0.8023,0,0.87,0.03,0.17,0,0,,,,,,0.11,0,0,0,0.33,,,,,0.1,0.02,0,0
399,,0.0798,,0.0265,,0.0984,,,,,,0.0516,,,,,,,,0.014108225,0.936,0.01,0.07,0.04,0.14,0.01,0.3,0.02,0.072,0.044,0.5,0.01,0.01,0.91,0,0.528999984,,0.98,0,0.91,,0.91,,0.91,,0.92,,0.92,,0.92,,0.0713,,,,,0.1029,0.1713,,0.0161,,,,0.9605,,0.7997,,0.0101,,0.0516,,0.0123,,0.9814,,0.0657,,0.0713,,,,,0,0.0698,,0.0851,,0.3436,,0.464,,0.3286,,,,,,0.8038,0,0.85,0.03,0.16,0,0,,,,,,0.11,0,0,0,0.33,,,,,0.1,0.02,0,0
400,,0.0806,,0.026,,0.0963,,,,0.0461,,0.0517,,,,,,,,0.014108225,0.92,0.01,0.07,0.04,0.14,0.01,0.29,0.02,0.07,0.04,0.49,0.01,0.02,0.93,0,0.542999983,,0.99,0.01,0.93,,0.92,,0.92,,0.93,,0.93,,0.93,,0.0685,,0.0019,,,0.1181,0.1524,,0.0173,,,,0.9722,0.0162,0.8139,,0.0097,,0.0517,,0.0129,,0.9875,,0.0635,,0.0685,,,,0.07,0,0.0669,,0.082,,0.3523,,0.4738,,0.3375,,,,0.0371,0.003,0.8192,0,0.82,0.04,0.12,0,0,,,,,,0.1,0,0.09,0,0.33,,,,0.02,0.1,0.02,0,1
401,,0.0817,,0.0258,,0.096,,,,0.0453,,0.0509,,,,,,,,0.014281385,0.9,0.01,0.066,0.042,0.14,0.01,0.29,0.02,0.068,0.038,0.49,0.01,0.03,0.94,0,0.558000028,,0.99,0.01,0.94,,0.94,,0.94,,0.95,,0.95,,0.95,,0.0665,,0.002,,,0.1306,0.1343,,0.0178,,,,0.9823,0.0067,0.8277,,0.0105,,0.0509,,0.0133,,0.9942,,0.0608,,0.0665,,,,0.067,0,0.0643,,0.0807,,0.3623,,0.4845,,0.3477,,,,0.0377,0.0028,0.821,0,0.8,0.05,0.11,0,0,,,,,,0.1,0,0.09,0,0.35,,,,0.01,0.11,0.02,0,1
402,,0.0828,,0.0257,,0.0953,,,,0.0444,,0.0516,,,,,,,,0.014627706,0.88,0.01,0.062,0.044,0.13,0.01,0.29,0.02,0.066,0.036,0.48,0.01,0.03,0.96,0,0.572000027,,1,0.01,0.96,,0.95,,0.95,,0.97,,0.96,,0.96,,0.0645,,0.0019,,,0.145,0.1188,,0.0181,,,,0.9902,0.0046,0.8433,,0.0106,,0.0516,,0.0133,,0.9974,,0.0579,,0.0645,,,,0.064,0,0.0617,,0.0777,,0.3733,,0.4953,,0.3592,,,,0.0383,0.0028,0.8328,0,0.79,0.05,0.1,0,0,,,,,,0.1,0,0.09,0,0.38,,,,0.01,0.12,0.02,0,1
403,,0.0839,,0.0257,,0.0948,,,,0.0439,,0.0501,,,,,,,,0.014861472,0.86,0.01,0.058,0.046,0.13,0.01,0.28,0.02,0.064,0.034,0.47,0.01,0.04,0.97,0,0.586000025,,1,0.02,0.97,,0.97,,0.97,,0.97,,0.97,,0.97,,0.0623,,0.0019,,,0.1612,0.1036,,0.0195,,,,0.996,0.0033,0.8578,,0.0099,,0.0501,,0.0138,,0.9991,,0.0551,,0.0623,,,,0.061,0,0.0593,,0.0746,,0.3855,,0.505,,0.372,,,,0.0388,0.0029,0.8474,0,0.77,0.06,0.08,0,0,,,,,,0.09,0,0.09,0,0.38,,,,0.01,0.12,0.03,0,1
404,,0.0841,,0.0254,,0.0912,,,,0.0429,,0.0501,,,,,,,,0.015030303,0.84,0.01,0.054,0.048,0.13,0.01,0.28,0.02,0.062,0.032,0.46,0.01,0.06,0.98,0,0.601000011,,1,0.03,0.98,,0.98,,0.98,,0.99,,0.98,,0.98,,0.0585,,0.0022,,,0.1802,0.0904,,0.0196,,,,0.9995,0.0029,0.8733,,0.0098,,0.0501,,0.0142,,1,,0.0524,,0.0585,,,,0.058,0,0.0566,,0.0732,,0.399,,0.5179,,0.3861,,,,0.0389,0.0033,0.856,0,0.75,0.07,0.07,0,0,,,,,,0.09,0,0.08,0,0.39,,,,0.01,0.12,0.02,0,1
405,,0.0858,,0.0254,,0.0917,,,,0.0421,,0.0505,,,,,,,,0.015,0.82,0.01,0.05,0.05,0.13,0.01,0.27,0.02,0.06,0.03,0.45,0.01,0.08,0.99,0,0.615999997,,1,0.04,0.99,,0.99,,0.99,,1,,0.99,,0.99,,0.0562,,0.0021,,,0.1983,0.079,,0.0202,,,,1,0.0028,0.8882,,0.0104,,0.0505,,0.0149,,0.9987,,0.0498,,0.0562,,,,0.055,0,0.0536,,0.0702,,0.4138,,0.5317,,0.4011,,,,0.0392,0.0037,0.8723,0,0.73,0.08,0.06,0,0,,,,,,0.09,0,0.08,0,0.39,,,,0.01,0.12,0.02,0,1
406,,0.0863,,0.0252,,0.0883,,,,0.0411,,0.0527,,,,,,,,0.014969697,0.808,0.01,0.048,0.052,0.12,0.01,0.27,0.02,0.056,0.028,0.44,0.01,0.1,1,0,0.629999995,,1,0.04,1,,1,,1,,1,,1,,1,,0.0531,,0.0025,,,0.2167,0.0689,,0.0202,,,,0.9968,0.0028,0.8977,,0.0107,,0.0527,,0.0157,,0.9951,,0.0469,,0.0531,,,,0.052,0,0.0509,,0.0679,,0.4292,,0.5446,,0.4169,,,,0.0391,0.0043,0.8913,0,0.71,0.09,0.06,0,0,,,,,,0.08,0,0.08,0,0.4,,,,0.01,0.12,0.02,0,1
407,,0.088,,0.0254,,0.0867,,,,0.0403,,0.0508,,,,,,,,0.015138528,0.796,0.01,0.046,0.054,0.12,0.01,0.26,0.02,0.052,0.026,0.43,0.01,0.13,1,0,0.644999981,,1,0.04,1,,1,,1,,1,,1,,1,,0.0508,,0.0021,,,0.2397,0.0594,,0.0218,,,,0.991,0.0028,0.9099,,0.0102,,0.0508,,0.0163,,0.9898,,0.0446,,0.0508,,,,0.049,0,0.0486,,0.0657,,0.4451,,0.5595,,0.4335,,,,0.0385,0.0047,0.9037,0,0.69,0.11,0.05,0,0,,,,,,0.08,0,0.08,0,0.43,,,,0.01,0.12,0.02,0,0.99
408,,0.0897,,0.0255,,0.0836,,,,0.0393,,0.0513,,,,,,,,0.015281386,0.784,0.01,0.044,0.056,0.12,0.01,0.26,0.02,0.048,0.024,0.43,0.01,0.16,1,0,0.660000026,,0.99,0.05,1,,1,,0.99,,1,,0.99,,0.99,,0.0485,,0.002,,,0.2576,0.0507,,0.0226,,,,0.9816,0.0029,0.9218,,0.0104,,0.0513,,0.0172,,0.9825,,0.0419,,0.0485,,,,0.046,0,0.0468,,0.0624,,0.4613,,0.5732,,0.45,,,,0.0388,0.006,0.922,0,0.67,0.12,0.04,0,0,,,,,,0.08,0,0.07,0,0.45,,,,0.01,0.12,0.02,0,0.98
409,,0.0904,,0.0257,,0.0819,,,,0.0385,,0.05,,,,,,,,0.015506494,0.772,0.01,0.042,0.058,0.12,0.01,0.26,0.02,0.044,0.022,0.42,0.01,0.21,0.99,0,0.675999999,,0.99,0.07,0.99,,0.98,,0.98,,0.98,,0.98,,0.98,,0.0453,,0.0024,,,0.2785,0.0445,,0.0226,,,,0.9673,0.003,0.9365,,0.0107,,0.05,,0.0177,,0.9711,,0.0395,,0.0453,,,,0.043,0,0.0436,,0.0601,,0.4771,,0.5855,,0.4662,,,,0.0384,0.0066,0.9376,0,0.64,0.13,0.04,0,0,,,,,,0.07,0,0.07,0,0.45,,,,0.01,0.12,0.02,0,0.98
410,,0.0918,,0.0264,,0.0794,,,,0.0377,,0.0503,,,,,,,,0.015969698,0.76,0.01,0.04,0.06,0.12,0.01,0.24,0.02,0.04,0.02,0.41,0.02,0.26,0.97,0,0.691999972,0.01,0.98,0.08,0.97,,0.96,,0.96,,0.96,,0.97,,0.97,,0.0433,,0.0024,,,0.2988,0.0385,,0.0242,,,0.1059,0.9495,0.0031,0.9423,,0.0107,,0.0503,,0.0181,0.0239,0.9583,,0.0373,,0.0433,,,,0.04,0,0.0414,,0.057,,0.4923,,0.5981,,0.4817,,0.0365,,0.0382,0.008,0.9502,0,0.62,0.15,0.03,0,0,,,,,,0.07,0,0.07,0,0.45,,,,0.01,0.12,0.02,0,0.98
411,,0.0936,,0.0269,,0.0763,,,,0.0369,,0.0496,,,,,,,,0.016450217,0.746,0.01,0.038,0.062,0.12,0.01,0.24,0.02,0.038,0.02,0.4,0.02,0.32,0.95,0,0.708000004,0,0.97,0.1,0.95,,0.94,,0.93,,0.92,,0.94,,0.94,,0.041,,0.003,,,0.3134,0.0324,,0.0252,,,0.0669,0.9287,0.0033,0.954,,0.0101,,0.0496,,0.0191,0.017,0.9432,,0.0349,,0.041,,,,0.039,0,0.0391,,0.0555,,0.5065,,0.6101,,0.4962,,0.0363,,0.0375,0.0101,0.9716,0,0.6,0.17,0.03,0,0,,,,,,0.07,0,0.07,0,0.46,,,,0.01,0.12,0.02,0,0.96
412,,0.0946,,0.0272,,0.073,,,,0.0359,,0.0506,,,,,,,,0.016969697,0.732,0.01,0.036,0.064,0.11,0.01,0.24,0.02,0.036,0.02,0.39,0.02,0.38,0.91,0,0.72299999,0,0.96,0.11,0.91,,0.9,,0.89,,0.88,,0.91,,0.91,,0.0379,,0.0024,,,0.3374,0.0288,,0.0265,,,0.0402,0.904,0.0034,0.9612,,0.0105,,0.0506,,0.0199,0.0118,0.9232,,0.0328,,0.0379,,,,0.038,0,0.0367,,0.0534,,0.5195,,0.6222,,0.5098,,0.0362,,0.0374,0.0121,0.9811,0,0.58,0.18,0.03,0,0,,,,,,0.06,0,0.06,0,0.51,,,,0.01,0.12,0.01,0,0.96
413,,0.097,,0.0274,,0.0708,,,,0.0351,,0.0484,,,,,,,,0.017506493,0.718,0.01,0.034,0.066,0.11,0.01,0.24,0.02,0.034,0.02,0.39,0.02,0.45,0.87,0,0.739000022,0,0.95,0.13,0.87,,0.85,,0.84,,0.83,,0.86,,0.86,,0.0364,,0.0027,,,0.3569,0.025,,0.0276,,,0.0355,0.875,0.0038,0.9658,,0.0113,,0.0484,,0.0207,0.0114,0.902,,0.0309,,0.0364,,,,0.037,0,0.0351,,0.0507,,0.531,,0.6334,,0.5221,,0.0363,,0.0368,0.0147,0.9915,0,0.56,0.2,0.02,0,0,,,,,,0.06,0,0.06,0,0.52,,,,0.01,0.12,0.01,0,0.95
414,,0.099,,0.0279,,0.0679,,,,0.0343,,0.0491,,,,,,,,0.018372294,0.704,0.01,0.032,0.068,0.11,0.01,0.23,0.02,0.032,0.02,0.38,0.02,0.52,0.81,0,0.755999982,0,0.94,0.13,0.81,,0.79,,0.78,,0.77,,0.81,,0.81,,0.0343,,0.0027,,,0.3764,0.0213,,0.0286,,,0.0414,0.8429,0.004,0.9844,,0.011,,0.0491,,0.0218,0.0135,0.8772,,0.0291,,0.0343,,,,0.036,0,0.0333,,0.0497,,0.5417,,0.6442,,0.5333,,0.0364,,0.0366,0.0175,1,0,0.53,0.22,0.02,0,0,,,,,,0.06,0,0.06,0,0.52,,,,0.01,0.12,0.01,0,0.95
415,,0.1006,,0.0289,,0.0649,,,,0.0338,,0.0486,,,,,,,,0.019077921,0.69,0.01,0.03,0.07,0.11,0.01,0.23,0.02,0.03,0.02,0.37,0.02,0.6,0.75,0,0.772000015,0,0.92,0.15,0.75,0.08,0.73,0.14,0.71,0,0.71,0.12,0.75,0.12,0.75,,0.0325,,0.0031,,,0.3988,0.0181,,0.0299,,,0.049,0.8081,0.0044,0.9842,,0.0101,,0.0486,,0.0225,0.0167,0.8521,,0.0274,,0.0325,,,,0.035,0,0.0308,,0.0465,,0.5517,,0.655,,0.5436,,0.0366,,0.0359,0.0225,0.9939,0,0.51,0.24,0.02,0,0,,,,,,0.06,0,0.06,0,0.53,,,,0.01,0.12,0.01,0,0.94
416,,0.1027,,0.0295,,0.0624,,,,0.0329,,0.0497,,,,,,,,0.019800865,0.676,0.01,0.028,0.072,0.11,0.01,0.22,0.02,0.028,0.02,0.37,0.02,0.69,0.69,0,0.786000013,0,0.91,0.16,0.69,0.08,0.67,0.14,0.65,0,0.65,0.13,0.69,0.13,0.69,,0.03,,0.0031,,,0.4186,0.0156,,0.0318,,,0.0589,0.7708,0.004,0.9925,,0.0103,,0.0497,,0.0238,0.0207,0.823,,0.0258,,0.03,,,,0.034,0,0.0292,,0.0445,,0.561,,0.6636,,0.5538,,0.0367,,0.0355,0.0267,0.9835,0,0.47,0.27,0.01,0,0,,,,,,0.06,0,0.05,0,0.54,,,,0.01,0.12,0.01,0,0.93
417,,0.1051,,0.0304,,0.0607,,,,0.0323,,0.0513,,,,,,,,0.020675325,0.662,0.01,0.026,0.074,0.1,0.01,0.22,0.02,0.026,0.02,0.36,0.02,0.77,0.62,0,0.802999973,0,0.89,0.18,0.62,0.09,0.59,0.16,0.57,0,0.57,0.15,0.62,0.15,0.62,,0.0283,,0.0031,,,0.445,0.0134,,0.0334,,,0.0726,0.7304,0.0042,0.9926,,0.0115,,0.0513,,0.0248,0.0254,0.7933,,0.0243,,0.0283,,,,0.033,0,0.028,,0.0422,,0.5699,,0.6725,,0.5628,,0.0371,,0.0358,0.0315,0.9658,0,0.45,0.29,0.01,0,0,,,,,,0.05,0,0.05,0,0.57,,,,0.01,0.11,0.01,0,0.93
418,,0.1082,,0.0313,,0.0572,,,,0.0315,,0.0523,,,,,,,,0.021562771,0.648,0.01,0.024,0.076,0.1,0.01,0.22,0.02,0.024,0.02,0.35,0.02,0.84,0.55,0,0.819000006,0,0.87,0.19,0.55,0.09,0.52,0.17,0.5,0,0.49,0.17,0.55,0.17,0.55,,0.0262,,0.0033,,,0.4621,0.011,,0.0349,,,0.0895,0.6886,0.0043,0.9866,,0.0109,,0.0523,,0.0259,0.0313,0.76,,0.0229,,0.0262,,,,0.032,0,0.0264,,0.0418,,0.5784,,0.6813,,0.5714,,0.0374,,0.0352,0.0376,0.9405,0,0.43,0.31,0.01,0,0,,,,,,0.05,0,0.05,0,0.57,,,,0.01,0.11,0.01,0,0.92
419,,0.1117,,0.032,,0.0539,,,,0.031,,0.0531,,,,,,,,0.022705628,0.634,0.01,0.022,0.078,0.1,0.01,0.21,0.02,0.022,0.02,0.34,0.02,0.91,0.48,0,0.834999979,0,0.85,0.19,0.48,0.1,0.45,0.18,0.43,0,0.42,0.18,0.48,0.18,0.48,,0.025,,0.0035,,,0.4861,0.0092,,0.0363,,,0.1076,0.6457,0.0041,1,,0.0104,,0.0531,,0.0274,0.0381,0.7265,,0.0219,,0.025,,,,0.031,0,0.0257,,0.0396,,0.5865,,0.6893,,0.5795,,0.0379,,0.0349,0.0411,0.9152,0,0.41,0.34,0.01,0,0,,,,,,0.05,0,0.05,0,0.58,,,,0.01,0.11,0.01,0,0.91
420,,0.115,,0.0332,,0.0524,,,,0.0299,,0.0557,,,,,,,,0.024017316,0.62,0.01,0.02,0.08,0.1,0.01,0.21,0.02,0.02,0.02,0.34,0.02,0.95,0.4,0,0.850000024,0,0.83,0.2,0.4,0.1,0.38,0.19,0.36,0,0.36,0.2,0.41,0.2,0.41,,0.0235,,0.0037,,,0.5092,0.0076,,0.0389,,,0.1271,0.6014,0.0045,0.9968,,0.0107,,0.0557,,0.0286,0.0462,0.691,,0.0208,,0.0235,,,,0.03,0,0.0241,,0.0376,,0.5939,,0.6977,,0.5874,,0.0383,,0.0347,0.0497,0.872,0,0.38,0.36,0.01,0,0,,,,,,0.05,0,0.05,0,0.58,,,,0.01,0.11,0.02,0,0.91
421,,0.1171,,0.0339,,0.0496,,,,0.0296,,0.0548,,,,,,,,0.025562771,0.604,0.01,0.02,0.082,0.09,0.01,0.21,0.02,0.02,0.02,0.33,0.02,0.98,0.34,0,0.864000022,0,0.8,0.22,0.34,0.11,0.31,0.19,0.3,0.01,0.3,0.21,0.35,0.21,0.35,,0.0229,,0.0037,,,0.5323,0.0068,,0.0416,,,0.1477,0.5567,0.0041,0.995,,0.0111,,0.0548,,0.03,0.0554,0.6524,,0.0201,,0.0229,,,,0.03,0,0.0231,,0.0374,,0.6015,,0.7066,,0.5948,,0.0388,,0.0344,0.0549,0.8211,0,0.36,0.39,0.01,0,0,,,,,,0.05,0,0.05,0,0.59,,,,0.01,0.11,0.02,0,0.9
422,,0.1209,,0.0359,,0.0458,,,,0.0287,,0.0569,,,,,,,,0.027363636,0.588,0.01,0.02,0.084,0.09,0.01,0.2,0.02,0.02,0.02,0.32,0.02,1,0.28,0,0.878000021,0,0.77,0.21,0.28,0.11,0.26,0.19,0.25,0.01,0.24,0.22,0.29,0.22,0.29,,0.0216,,0.004,,,0.5548,0.0059,,0.0447,,,0.1745,0.5079,0.0041,0.9911,,0.0112,,0.0569,,0.0315,0.0665,0.6167,,0.0191,,0.0216,,,,0.03,0,0.0214,,0.0353,,0.6094,,0.7135,,0.6028,,0.0392,,0.0342,0.0604,0.7625,0,0.34,0.42,0.01,0,0,,,,,,0.05,0,0.05,0,0.59,,,,0.01,0.1,0.02,0,0.9
423,,0.1236,,0.0375,,0.0456,,,,0.0283,,0.0569,,,,,,,,0.029112554,0.572,0.01,0.02,0.086,0.09,0.01,0.19,0.03,0.02,0.02,0.3,0.02,0.99,0.22,0,0.893000007,0,0.75,0.2,0.22,0.11,0.21,0.19,0.2,0.01,0.19,0.23,0.24,0.23,0.24,,0.0193,,0.0044,,,0.5735,0.0053,,0.047,,,0.2054,0.4643,0.0039,0.9967,,0.0109,,0.0569,,0.0334,0.0793,0.58,,0.0186,,0.0193,,,,0.03,0,0.021,,0.0352,,0.6183,,0.7208,,0.612,,0.0399,,0.034,0.0697,0.7037,0,0.33,0.44,0.01,0,0,,,,,,0.05,0,0.05,0,0.59,,,,0.01,0.1,0.02,0,0.89
424,,0.1277,,0.0388,,0.0429,,,,0.0275,,0.062,,,,,,,,0.031077922,0.556,0.01,0.02,0.088,0.09,0.01,0.19,0.03,0.02,0.02,0.31,0.02,0.96,0.18,0,0.904999971,0,0.72,0.19,0.18,0.1,0.16,0.18,0.16,0.02,0.15,0.23,0.19,0.23,0.19,,0.0192,,0.0045,,,0.5876,0.0048,,0.0508,,,0.2319,0.4219,0.0038,0.9847,,0.0104,,0.062,,0.0352,0.0944,0.5441,,0.0182,,0.0192,,0.031,,0.03,0,0.021,,0.0334,,0.6279,,0.7281,,0.6224,,0.0406,,0.0341,0.0734,0.6374,0,0.31,0.47,0.01,0,0,,,,,,0.05,0,0.04,0,0.62,,,,0.01,0.09,0.02,0,0.88
425,,0.1294,,0.0405,,0.0404,,,,0.0267,,0.0632,,,,,,,,0.032969697,0.54,,0.02,0.09,0.08,0.01,0.18,0.03,0.02,0.02,0.3,0.02,0.93,0.14,0,0.916999996,0.01,0.69,0.19,0.14,0.1,0.13,0.18,0.13,0.02,0.12,0.22,0.16,0.22,0.16,,0.0186,,0.0051,,,0.6119,0.0035,,0.0528,,,0.2655,0.3814,0.0035,0.9806,,0.0122,,0.0632,,0.0369,0.112,0.5067,,0.0184,,0.0186,,0.031,,0.03,0,0.0207,,0.0338,,0.6392,,0.7353,,0.6344,,0.0416,,0.0339,0.0824,0.5698,0,0.29,0.5,0.01,0,0,,0.05,,,,0.05,0,0.04,0,0.64,,,,0.01,0.09,0.02,0,0.87
426,,0.1319,,0.0421,,0.039,,,,0.0264,,0.0664,,,,,,,,0.034878788,0.524,,0.02,0.092,0.08,0.01,0.18,0.03,0.018,0.02,0.28,0.02,0.87,0.11,0,0.92900002,0.01,0.67,0.18,0.11,0.09,0.1,0.16,0.1,0.02,0.09,0.22,0.13,0.22,0.13,,0.0183,,0.005,,,0.628,0.0033,,0.056,,,0.3023,0.3433,0.0036,0.977,,0.0117,,0.0664,,0.0393,0.1321,0.4691,,0.0179,,0.0183,,0.0311,,0.03,0,0.0203,,0.032,,0.6521,,0.7421,,0.6484,,0.0425,,0.0338,0.0871,0.5029,0,0.27,0.53,0.01,0,0,,0.05,,,,0.05,0,0.04,0,0.64,,,,0.01,0.09,0.02,0,0.86
427,,0.1344,,0.0437,,0.0375,,,,0.0254,,0.0718,,,,,,,,0.037047619,0.508,,0.02,0.094,0.08,0.01,0.17,0.03,0.016,0.02,0.27,0.02,0.81,0.08,0,0.93900001,0.01,0.64,0.17,0.08,0.09,0.07,0.15,0.08,0.03,0.07,0.2,0.1,0.2,0.1,,0.0181,,0.0053,,,0.6488,0.0025,,0.0584,,,0.3422,0.3067,0.0039,0.9603,,0.0106,,0.0718,,0.0414,0.1544,0.4339,,0.0183,,0.0181,,0.0312,,0.03,0,0.0206,,0.0337,,0.667,,0.7497,,0.6643,,0.0435,,0.0334,0.0914,0.4348,0,0.25,0.56,0.01,0,0,,0.05,,,,0.05,0,0.04,0,0.65,,,,0.01,0.09,0.01,0,0.86
428,,0.1364,,0.0462,,0.0344,,,,0.0247,,0.0759,,,,,,,,0.039341991,0.492,,0.02,0.096,0.08,0.01,0.16,0.03,0.014,0.02,0.26,0.02,0.75,0.06,0,0.949000001,0.01,0.61,0.15,0.06,0.08,0.06,0.14,0.07,0.03,0.05,0.2,0.07,0.2,0.07,,0.019,,0.0057,,,0.671,0.0022,,0.0622,,,0.3772,0.2724,0.0037,0.9457,,0.0114,,0.0759,,0.0437,0.1792,0.3998,,0.0188,,0.019,,0.0312,,0.03,0,0.0206,,0.0338,,0.6835,,0.7573,,0.6824,,0.0451,,0.0333,0.0929,0.3716,0,0.24,0.58,0.01,0,0,,0.05,,,,0.05,0,0.04,0,0.68,,,,0.01,0.09,0.01,0,0.86
429,,0.1435,,0.0487,,0.0344,,,,0.0242,,0.0787,,,,,,,,0.041675324,0.476,,0.02,0.098,0.08,0.01,0.16,0.03,0.012,0.02,0.26,0.02,0.69,0.04,0,0.95599997,0.01,0.58,0.14,0.04,0.07,0.04,0.13,0.05,0.03,0.04,0.19,0.06,0.19,0.06,,0.0186,,0.0058,,,0.6965,0.0015,,0.0655,,,0.421,0.2408,0.0034,0.9427,,0.0115,,0.0787,,0.0459,0.2072,0.3634,,0.0189,,0.0186,,0.0314,,0.03,0,0.0208,,0.0336,,0.703,,0.7657,,0.7027,,0.0466,,0.0322,0.0965,0.3161,0,0.22,0.61,0,0,0,,0.05,,,,0.05,0,0.04,0,0.69,,,,0.01,0.09,0.01,0,0.85
430,,0.1469,,0.0508,,0.0328,,,,0.0235,,0.083,,,,,,,,0.044112553,0.46,,0.02,0.1,0.07,0.01,0.15,0.03,0.01,0.02,0.25,0.02,0.63,0.03,0,0.963999987,0.01,0.55,0.13,0.03,0.07,0.03,0.12,0.04,0.03,0.03,0.17,0.05,0.17,0.05,,0.0185,,0.0058,,,0.7132,0.0013,,0.0692,,,0.4773,0.2119,0.0034,0.9236,,0.0112,,0.083,,0.0487,0.2362,0.3318,,0.0201,,0.0185,,0.0318,,0.03,0,0.0213,,0.0345,,0.7241,,0.774,,0.7241,,0.0485,,0.0321,0.0972,0.2593,0,0.21,0.64,0,0,0,,0.05,,,,0.05,0,0.04,0,0.71,,,,0.01,0.08,0.01,0,0.84
431,,0.1481,,0.0534,,0.0309,,,,0.023,,0.0843,,,,,,,,0.046675324,0.442,,0.02,0.102,0.07,0.01,0.14,0.03,0.01,0.02,0.24,0.02,0.57,0.03,0,0.970000029,0.01,0.52,0.12,0.03,0.06,0.02,0.11,0.04,0.03,0.03,0.16,0.04,0.16,0.04,,0.0189,,0.006,,,0.7378,0.0011,,0.0723,,,0.5255,0.1858,0.0035,0.9201,,0.0103,,0.0843,,0.0513,0.2683,0.2996,,0.0208,,0.0189,,0.0321,,0.032,0,0.0219,,0.0358,,0.7469,,0.7835,,0.7473,,0.0507,,0.0315,0.0956,0.2159,0,0.18,0.67,0,0,0,,0.05,,,,0.05,0,0.04,0,0.73,,,,0.01,0.08,0.01,0,0.83
